0.01;31,610;7991;31,609
0.01;34,366;5479;33,892
0.01;36,185;5922;35,781
0.01;34,389;7097;34,328
0.01;31,961;7998;31,960
0.01;32,543;7999;32,543
0.01;35,836;5659;35,282
0.01;31,469;7992;31,468
0.01;35,620;5630;35,155
0.01;35,470;5717;35,045
0.01;33,158;7997;33,157
0.01;35,189;6162;34,919
0.01;29,214;7999;29,214
0.01;32,297;7999;32,297
0.01;34,191;7997;34,191
0.01;34,312;7249;34,272
0.01;34,732;7999;34,732
0.01;32,000;7919;31,999
0.01;33,482;7977;33,481
0.01;32,741;7998;32,741
0.01;33,216;7981;33,215
0.01;32,747;7999;32,747
0.01;36,351;5690;35,947
0.01;32,142;7999;32,142
0.010000000000000004;33,551;7268;33,422
