0.0;28,438;4680;28,432
0.0;31,951;3240;31,177
0.0;33,526;3979;33,367
0.0;31,988;4066;31,918
0.0;28,677;4604;28,674
0.0;29,262;4699;29,262
0.0;32,985;3320;32,155
0.0;28,335;4699;28,335
0.0;33,115;3409;32,474
0.0;32,809;3825;32,503
0.0;30,295;4699;30,295
0.0;32,705;4243;32,619
0.0;26,093;4699;26,093
0.0;29,421;4698;29,421
0.0;31,334;4699;31,334
0.0;31,717;4699;31,717
0.0;31,819;4572;31,815
0.0;28,892;4699;28,892
0.0;30,940;4615;30,939
0.0;29,116;4694;29,115
0.0;30,187;4698;30,186
0.0;30,119;4691;30,119
0.0;33,858;4051;33,719
0.0;28,642;4699;28,642
0.0;30,676;4374;30,550
