0.0,28.59124082576895,12913.0,27.547018247967074
1e-06,28.605682657136867,12826.0,27.587937347249728
1e-05,28.565433032052553,10647.0,28.224096639244898
3e-05,28.74014183860219,15216.0,28.54027068490391
5e-05,28.840611541415978,19005.0,28.789243403909456
0.0001,28.947306797212562,29988.0,28.947208249251
0.00025,28.97495092190887,29970.0,28.974731939998687
0.0005,28.775478642277463,27992.0,28.775074946666784
0.001,28.43200283366038,21032.0,28.41741730017072
0.005,27.493413522903097,10548.0,27.422726157327382
0.0025,27.917349947342643,13435.0,27.84959662814461
0.03,26.206109477719245,14284.0,26.19116657537375
0.05,25.737891345339435,29710.0,25.737546017786812
