0.00025;27,884;15481;27,765
0.00025;32,258;13532;32,038
0.00025;32,946;16092;32,865
0.00025;30,763;17219;30,747
0.0001;24,619;20954;24,619
0.00025;28,187;20999;28,187
0.0001;29,816;13135;29,412
0.00025;25,652;20981;25,652
0.00025;31,381;16549;31,331
0.00025;30,915;19119;30,907
0.00025;29,100;20948;29,100
0.00025;32,861;16550;32,752
0.00025;24,288;20988;24,287
0.00025;27,219;20999;27,219
0.0001;31,403;14801;31,111
0.00025;31,325;17281;31,309
0.00025;29,681;19916;29,677
0.00025;26,865;20998;26,865
0.00025;29,460;20949;29,458
0.00025;31,124;20956;31,122
0.00025;28,141;20909;28,140
0.00025;29,608;19936;29,605
0.00025;31,426;18578;31,414
0.00025;26,668;20973;26,668
