27,980;17346;27,802
32,300;12720;31,601
32,895;14997;32,348
30,867;18212;30,669
24,681;29987;24,681
28,271;21939;28,241
29,947;16735;29,718
25,907;29890;25,905
31,497;16532;31,138
30,905;18436;30,718
29,092;22966;29,055
32,826;15548;32,383
24,383;29618;24,380
27,098;14353;27,043
31,514;13558;31,043
31,372;17104;31,041
29,711;18257;29,611
26,950;29549;26,948
29,533;17774;29,497
30,624;12849;29,533
28,247;25503;28,232
29,586;18545;29,455
31,501;18884;31,316
26,726;29119;26,724
29,351;20017;29,128
