28,013;23208;27,999
32,517;24187;32,491
33,081;29863;33,080
30,758;29077;30,757
24,291;29999;24,291
28,266;29946;28,265
29,414;24295;29,403
25,656;29987;25,656
31,564;28684;31,558
31,012;28599;31,011
29,162;29996;29,162
33,103;29403;33,101
24,120;29997;24,120
27,159;29748;27,157
31,491;15028;31,173
31,487;29999;31,487
29,673;29864;29,673
26,742;29990;26,742
29,173;29607;29,171
31,126;29964;31,126
28,202;29855;28,201
29,697;29697;29,696
31,430;29672;31,428
26,631;29917;26,629
29,324;28357;29,307
