27,860;13316;27,709
32,025;10878;30,052
32,636;12150;30,965
30,640;13154;29,752
24,712;29001;24,709
28,001;16110;27,796
29,900;14191;29,177
25,778;25164;25,758
31,237;13192;30,103
30,594;13680;29,823
28,878;14409;28,726
32,599;12032;30,836
24,317;25092;24,307
27,202;18565;27,075
31,455;14496;30,567
31,118;12820;29,788
29,496;14374;28,970
26,753;18325;26,628
29,310;16229;28,907
30,102;29999;30,102
27,970;16876;27,765
29,335;14923;28,687
31,295;14020;30,483
26,541;20912;26,484
29,156;16829;28,549
