25,168;29993;25,168
30,204;29972;30,204
31,501;29998;31,501
28,785;29990;28,785
22,317;29986;22,317
25,984;13377;25,943
26,470;29805;26,469
22,174;29981;22,173
28,989;29975;28,989
28,767;29980;28,767
27,095;29976;27,095
30,664;12495;30,660
22,365;29867;22,365
24,992;29956;24,991
30,023;29961;30,022
29,707;29997;29,707
27,850;29988;27,850
24,994;29910;24,994
26,239;29983;26,238
28,955;29967;28,954
25,977;29964;25,977
27,775;29569;27,774
29,628;29998;29,628
24,997;29997;24,997
27,151;28528;27,149
