0.000, 26.020, 27974, 26.018
0.000, 32.324, 10423, 31.163
0.000, 33.316, 13155, 32.832
0.000, 31.539, 13803, 31.316
0.000, 25.248, 29989, 25.248
0.000, 27.532, 21881, 27.517
0.000, 31.074, 19109, 30.999
0.000, 23.746, 29984, 23.746
0.000, 30.575, 20321, 30.526
0.000, 30.918, 13124, 30.480
0.000, 28.762, 18244, 28.725
0.000, 32.240, 15200, 32.009
0.000, 24.172, 29861, 24.172
0.000, 27.791, 29971, 27.791
0.000, 31.638, 18302, 31.509
0.000, 31.126, 13386, 30.822
0.000, 30.473, 15523, 30.226
0.000, 27.274, 28998, 27.273
0.000, 27.256, 20458, 27.234
0.000, 31.228, 18595, 31.168
0.000, 27.840, 22009, 27.827
0.000, 29.438, 16705, 29.377
0.000, 32.054, 15579, 31.864
0.000, 26.696, 29906, 26.695
