27,908;14599;27,476
32,064;11527;30,644
32,735;13025;31,642
30,672;13701;30,029
24,634;29999;24,634
28,065;17030;27,911
29,862;14922;29,324
25,749;28388;25,741
31,234;13592;30,480
30,671;13708;30,100
28,897;15716;28,603
32,656;12387;31,445
24,261;28767;24,257
27,217;23574;27,177
31,518;15175;31,020
31,114;13007;30,282
29,560;14914;29,143
26,738;21809;26,681
29,364;19205;29,113
30,849;19507;30,619
28,018;20170;27,923
29,388;15805;29,045
31,287;15634;30,849
26,559;20998;26,512
29,209;17798;28,777
