25,726;29790;25,725
32,188;13533;32,102
33,592;29999;33,592
31,383;20639;31,366
25,000;29774;25,000
27,279;11799;27,264
30,563;25346;30,550
23,281;22730;23,275
30,627;29904;30,626
30,831;29670;30,830
28,775;27992;28,775
32,328;29999;32,328
23,925;29914;23,925
27,680;29935;27,680
31,731;15673;31,296
31,217;29731;31,216
30,230;10078;30,156
27,103;29914;27,102
27,043;29668;27,042
31,292;23388;30,554
27,732;29998;27,732
29,373;29804;29,372
32,033;29944;32,032
26,583;29972;26,583
29,063;25799;29,005
