26,030;29838;26,030
32,429;17967;32,414
33,650;29999;33,650
31,630;26672;31,625
25,201;29999;25,201
27,560;29813;27,560
31,124;29610;31,124
23,575;29999;23,575
30,904;29893;30,902
31,057;29956;31,057
28,975;29970;28,975
32,506;29980;32,506
24,115;29990;24,115
27,683;13633;27,664
31,961;29817;31,961
31,310;29997;31,310
30,662;29948;30,661
27,268;29983;27,268
27,209;29673;27,209
31,470;29838;31,470
27,882;29997;27,882
29,552;29999;29,552
32,246;29869;32,245
26,630;15828;26,568
29,276;28011;29,272
