0.0001;26,155;29826;26,154
0.00025;32,429;17967;32,414
0.00025;33,650;29999;33,650
0.00025;31,630;26672;31,625
0.0001;25,268;29968;25,268
0.0001;27,662;28573;27,661
0.0001;31,226;24844;31,220
0.0001;23,751;29994;23,751
0.00025;30,904;29893;30,902
0.00025;31,057;29956;31,057
0.00025;28,975;29970;28,975
0.00025;32,506;29980;32,506
0.0001;24,222;29882;24,222
0.0001;27,921;29930;27,919
0.00025;31,961;29817;31,961
0.00025;31,310;29997;31,310
0.00025;30,662;29948;30,661
0.0001;27,338;29982;27,338
5e-05;27,328;20313;27,304
0.00025;31,470;29838;31,470
0.0001;27,902;29937;27,902
0.00025;29,552;29999;29,552
0.00025;32,246;29869;32,245
0.0001;26,764;29962;26,764
