0.03;28,765;7328;28,742
0.03;32,080;5257;31,083
0.03;33,633;5969;33,092
0.03;32,025;6247;31,773
0.03;28,853;6744;28,800
0.03;29,632;7996;29,631
0.03;33,157;5104;32,173
0.03;28,550;7997;28,550
0.03;33,422;5317;32,629
0.03;33,093;5839;32,626
0.03;30,588;7129;30,521
0.03;32,864;6663;32,627
0.03;26,937;7999;26,937
0.03;29,707;7159;29,657
0.03;31,482;7925;31,480
0.03;31,872;7046;31,741
0.03;32,040;6926;31,854
0.03;29,290;7460;29,269
0.03;30,924;6933;30,853
0.03;29,412;7988;29,411
0.03;30,579;7218;30,524
0.03;30,464;7101;30,385
0.03;34,073;5737;33,626
0.03;29,277;7765;29,273
0.030000000000000016;30,947;6868;30,719
