24,231;12515;24,186
29,810;22999;29,810
31,080;22859;31,080
28,373;22864;28,372
21,905;22999;21,905
25,539;16498;25,292
25,838;22903;25,837
21,314;22951;21,314
28,109;22998;28,109
28,162;22973;28,161
26,544;22953;26,543
29,857;22921;29,857
21,938;22990;21,937
24,590;22996;24,590
29,515;22937;29,514
29,297;22994;29,297
27,322;22938;27,321
24,623;22999;24,623
25,439;22998;25,439
28,347;22996;28,347
25,425;22998;25,425
27,249;22937;27,249
29,293;22817;29,292
24,563;22996;24,563
26,598;22251;26,586
