27,787;13056;27,329
31,880;10095;30,072
32,637;11698;31,086
30,626;12002;29,736
24,520;22925;24,519
27,960;15799;27,737
29,843;13447;29,136
25,658;22895;25,658
31,077;11515;30,166
30,542;12190;29,619
28,778;14918;28,463
32,477;11257;30,816
24,176;21049;24,166
27,133;16532;27,050
31,351;14284;30,806
31,043;12118;29,930
29,382;13399;28,933
26,642;16176;26,517
29,121;14889;28,842
30,748;15287;30,381
27,899;15777;27,728
29,255;13187;28,802
31,231;13741;30,599
26,445;16926;26,389
29,092;14798;28,520
