25,909;19989;25,909
32,131;19891;32,131
33,618;19997;33,618
31,544;19075;31,540
25,115;19995;25,115
27,534;19963;27,534
30,964;19999;30,964
23,524;19994;23,524
30,729;19999;30,729
30,997;19906;30,996
28,837;19995;28,837
32,170;15198;31,229
24,066;19946;24,066
27,764;19997;27,764
31,857;15332;29,899
31,283;19804;31,282
30,608;19951;30,608
27,210;19924;27,210
27,144;19999;27,144
31,357;19999;31,357
27,854;19943;27,853
29,460;19977;29,460
32,081;19997;32,081
26,696;19998;26,696
29,185;19536;29,064
