27,975;18742;27,950
32,227;14788;32,062
32,926;17252;32,872
30,766;17764;30,739
24,403;22996;24,403
28,200;22974;28,200
29,594;17820;29,572
25,242;12931;24,585
31,418;19392;31,390
30,877;18403;30,854
29,088;22860;29,088
32,843;17953;32,787
24,184;22947;24,184
27,267;22985;27,267
31,621;18514;31,590
31,289;17747;31,255
29,650;22265;29,644
26,751;22965;26,751
29,342;22850;29,338
31,059;22997;31,059
28,157;22953;28,155
29,578;22789;29,577
31,378;21468;31,373
26,596;22999;26,596
29,268;20306;29,220
