26,160;28413;26,158
30,803;29783;30,803
32,063;29898;32,062
29,278;26717;29,274
22,868;29977;22,867
26,828;25027;26,272
27,220;26711;27,219
23,293;29397;23,292
29,844;29651;29,844
29,500;29820;29,499
27,536;29999;27,536
31,587;29953;31,586
22,913;29991;22,913
25,546;29819;25,545
30,524;29629;30,523
30,282;29999;30,282
28,437;29974;28,437
25,354;29998;25,354
26,918;13097;26,752
29,649;29860;29,648
26,665;29998;26,665
28,390;29999;28,390
30,183;29970;30,182
25,363;29999;25,363
27,800;28653;27,769
