23,323;22964;23,323
29,088;22991;29,088
30,413;22997;30,413
27,665;22162;27,665
21,308;22998;21,308
24,928;22997;24,928
25,070;22948;25,070
20,100;22993;20,100
26,836;22931;26,836
27,347;22999;27,347
25,831;22973;25,831
28,319;22910;28,319
21,431;22987;21,431
23,980;22920;23,980
28,678;22974;28,678
28,831;22988;28,831
26,574;22996;26,574
24,168;22999;24,168
24,277;22962;24,277
27,522;22951;27,521
24,777;22999;24,777
26,504;22982;26,504
28,770;22885;28,769
23,973;22929;23,973
25,821;22934;25,821
