27,894;13753;27,642
31,971;11124;31,035
32,763;12343;32,029
30,737;13964;30,410
24,573;22989;24,573
28,056;18908;28,002
29,803;14610;29,529
25,795;22996;25,795
31,275;13165;30,801
30,701;13807;30,396
28,893;17784;28,829
32,675;12042;31,921
24,263;22974;24,262
27,275;19870;27,264
31,507;15012;31,252
31,150;13523;30,692
29,492;15344;29,327
26,731;21370;26,723
29,342;16490;29,259
30,842;18095;30,726
28,024;21700;28,011
29,389;16120;29,259
31,295;15015;31,069
26,556;21845;26,549
29,208;16868;28,973
