25,657;19939;25,657
31,885;15181;31,879
33,550;19923;33,550
31,333;19824;31,331
24,964;19996;24,964
27,302;19818;27,302
30,397;19932;30,397
23,220;19803;23,220
30,419;19993;30,419
30,781;19798;30,781
28,697;19999;28,697
32,154;19999;32,154
23,912;19984;23,912
27,591;19999;27,591
31,686;19999;31,686
31,147;19998;31,147
30,459;19966;30,459
27,074;19998;27,074
26,988;19983;26,988
31,120;13240;30,109
27,674;19972;27,674
29,294;19941;29,293
31,956;19888;31,955
26,538;19987;26,538
28,992;19465;28,949
