0.0,31.86715269082621,9944.0,22.581881847554794
1e-06,32.03419096696224,9605.0,28.9400202014903
1e-05,32.1210472242415,9882.0,24.011673752184876
3e-05,32.27471609654873,10012.0,26.386629298799416
5e-05,32.3064731730918,11125.0,28.007232004794442
0.0001,32.5638696324857,12125.0,30.440349057715487
0.00025,32.84871919429656,15886.0,32.496391845895644
0.0005,32.99304317561416,22428.0,32.289722239774015
0.001,32.658121106216065,29800.0,32.65635726822982
0.005,30.477916008949077,29895.0,30.477428879686737
0.0025,31.58712192450333,29953.0,31.58646979803755
0.03,27.15696054548139,29987.0,27.156865469224712
0.05,26.40462730487466,24091.0,26.397596397782436
